Racism and STEM  (All Fields) and 1997-2024 (Publication Years)
Timespan: 1997-2024. 

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Race-Conscious Professionalism and African American Representation in Academic Medicine","Powers, Brian W.; White, Augustus A.; Oriol, Nancy E.; Jain, Sachin H.","","","","ACADEMIC MEDICINE","JUL 2016","2016","91","7","","","","913","915","","10.1097/ACM.0000000000001074","","","26","2.89","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","1","2","4","4","7","4","0"
"Investigating society's educational debts due to racism and sexism in student attitudes about physics using quantitative critical race theory","Nissen, Jayson M.; Horses, Ian Her Many; Ben Van Dusen","","","","PHYSICAL REVIEW PHYSICS EDUCATION RESEARCH","MAR 9 2021","2021","17","1","","","","","","010116","10.1103/PhysRevPhysEducRes.17.010116","","","25","6.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","13","6","4"
"Youth participatory action research, trauma, and the arts: designing youthspaces for equity and healing","Goessling, Kristen P.","","","","INTERNATIONAL JOURNAL OF QUALITATIVE STUDIES IN EDUCATION","JAN 2 2020","2020","33","1","","","SI","12","31","","10.1080/09518398.2019.1678783","","","24","4.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","5","5","8","4"
"Racial capitalism and STEM education in Chicago Public Schools","Morales-Doyle, Daniel; Gutstein, Eric Rico","","","","RACE ETHNICITY AND EDUCATION","JUL 4 2019","2019","22","4","","","SI","525","544","","10.1080/13613324.2019.1592840","","","24","4.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","7","2","6","4"
"Personal Versus Group Experiences of Racism and Risk of Delivering a Small-for-Gestational Age Infant in African American Women: a Life Course Perspective","Slaughter-Acey, Jaime C.; Talley, Lloyd M.; Stevenson, Howard C.; Misra, Dawn P.","","","","JOURNAL OF URBAN HEALTH-BULLETIN OF THE NEW YORK ACADEMY OF MEDICINE","APR 2019","2019","96","2","","","","181","192","","10.1007/s11524-018-0291-1","","","24","4.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","5","6","7","3","1"
"COVID-19 and children's health in the United States: Consideration of physical and social environments during the pandemic","Suarez-Lopez, Jose R.; Cairns, Maryann R.; Sripada, Kam; Quiros-Alcala, Lesliam; Mielke, Howard W.; Eskenazi, Brenda; Etzel, Ruth A.; Kordas, Katarzyna","Int Soc Children1s Hlth Environm","","","ENVIRONMENTAL RESEARCH","JUN 2021","2021","197","","","","","","","111160","10.1016/j.envres.2021.111160","","","23","5.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","7","9","3"
""The silent catastrophe" - Institutional racism in the British educational system and the underachievement of black boys","Graham, M; Robinson, G","","","","JOURNAL OF BLACK STUDIES","MAY 2004","2004","34","5","","","","653","671","","10.1177/0021934703259347","","","23","1.10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","3","1","1","1","1","1","3","5","3","0","1"
"Gendered Racism and Mental Health among Young Adult US Black Women: The Moderating Roles of Gendered Racial Identity Centrality and Identity Shifting","Jones, Maria S.; Womack, Veronica; Jeremie-Brink, Gihane; Dickens, Danielle D.","","","","SEX ROLES","AUG 2021","2021","85","3-4","","","","221","231","","10.1007/s11199-020-01214-1","","","22","5.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","12","9","0"
"Mass incarceration and public health: the association between black jail incarceration and adverse birth outcomes among black women in Louisiana","Dyer, Lauren; Hardeman, Rachel; Vilda, Dovile; Theall, Katherine; Wallace, Maeve","","","","BMC PREGNANCY AND CHILDBIRTH","DEC 27 2019","2019","19","1","","","","","","525","10.1186/s12884-019-2690-z","","","22","3.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","10","6","2"
"Chemicals are contaminants too: Teaching appreciation and critique of science in the era of Next Generation Science Standards (NGSS)","Morales-Doyle, Daniel; Childress Price, Tiffany; Chappell, Mindy J.","","","","SCIENCE EDUCATION","NOV 2019","2019","103","6","","","","1347","1366","","10.1002/sce.21546","","","21","3.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","5","6","6"
"Community organizations' programming and the development of community science teachers","Varelas, Maria; Morales-Doyle, Daniel; Raza, Syeda; Segura, David; Canales, Karen; Mitchener, Carole","","","","SCIENCE EDUCATION","JAN 2018","2018","102","1","","","","60","84","","10.1002/sce.21321","","","21","3.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","4","2","5","6","1"
"An <i>ay</i> for an <i>ah</i>:: Language of survival in African American narrative comedy","Rahman, Jacquelyn","","","","AMERICAN SPEECH","SPR 2007","2007","82","1","","","","65","96","","10.1215/00031283-2007-003","","","21","1.17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","3","3","1","2","0","2","2","0","0","0","0","2","0","2","0"
"Disrupting Anti-Blackness with Young Learners in STEM: Strategies for Elementary Science and Mathematics Teacher Education","Madkins, Tia C.; Morton, Karisma","","","","CANADIAN JOURNAL OF SCIENCE MATHEMATICS AND TECHNOLOGY EDUCATION","JUN 2021","2021","21","2","","","SI","239","256","","10.1007/s42330-021-00159-1","","","20","5.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","6","11","2"
"Is race still relevant? Student perceptions and experiences of racism in higher education","Wong, Billy; Elmorally, Reham; Copsey-Blake, Meggie; Highwood, Ellie; Singarayer, Joy","","","","CAMBRIDGE JOURNAL OF EDUCATION","MAY 4 2021","2021","51","3","","","","359","375","","10.1080/0305764X.2020.1831441","","","20","4.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","8","4","3"
"Data orientalism: on the algorithmic construction of the non-Western other","Kotliar, Dan M.","","","","THEORY AND SOCIETY","OCT 2020","2020","49","5-6","","","SI","919","939","","10.1007/s11186-020-09404-2","","","20","4.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","5","5","3"
"I'm not joking! The strategic use of humour in stories of racism","Hylton, Kevin","","","","ETHNICITIES","JUN 2018","2018","18","3","","","","327","343","","10.1177/1468796817743998","","","20","2.86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","8","4","3","1"
"'Black like Beckham"? Moving beyond definitions of ethnicity based on skin colour and ancestry","Karlsen, S","","","","ETHNICITY & HEALTH","MAY 2004","2004","9","2","","","","107","137","","10.1080/1355785042000222842","","","20","0.95","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1","1","1","2","0","3","2","2","1","0","0","2","1","0","0","0","0"
"Attitude toward women's societal roles moderates the effect of gender cues on target individuation","Stewart, TL; Vassar, PM; Sanchez, DT; David, SE","","","","JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY","JUL 2000","2000","79","1","","","","143","157","","10.1037//0022-3514.79.1.143","10th Annual Meeting of the American-Psychological-Society","MAY 21-24, 1998","20","0.80","0","0","0","0","0","0","0","0","0","0","1","4","2","1","3","1","3","0","0","0","1","0","1","0","0","1","0","1","1","0","0","0","0"
"Black Women Speak: Examining Power, Privilege, and Identity in CS Education","Rankin, Yolanda A.; Thomas, Jakita O.; Erete, Sheena","","","","ACM TRANSACTIONS ON COMPUTING EDUCATION","DEC 2021","2021","21","4","","","","","","26","10.1145/3451344","","","19","4.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","7","7"
"Racial Oppression and Racial Projects in Consumer Markets: A Racial Formation Theory Approach","Crockett, David","","","","JOURNAL OF CONSUMER RESEARCH","MAY 19 2022","2022","49","1","","","","1","24","","10.1093/jcr/ucab050","","","19","4.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","6","8","3"
"Repercussions of overturning <i>Roe v. Wade</i> for women across systems and beyond borders","Coen-Sanchez, Karine; Ebenso, Bassey; El-Mowafi, Ieman Mona; Berghs, Maria; Idriss-Wheeler, Dina; Yaya, Sanni","","","","REPRODUCTIVE HEALTH","AUG 24 2022","2022","19","1","","","","","","184","10.1186/s12978-022-01490-y","","","18","6.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","14","1"
""You could like science and not be a <i>science person</i>": Black girls' negotiation of space and identity in science","Wade-Jaimes, Katherine; King, Natalie S.; Schwartz, Renee","","","","SCIENCE EDUCATION","SEP 2021","2021","105","5","","","","855","879","","10.1002/sce.21664","","","18","4.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","5","6","4"
"Relationships between the Religious Backgrounds and Evolution Acceptance of Black and Hispanic Biology Students","Barnes, M. Elizabeth; Supriya, K.; Dunlop, Hayley M.; Hendrix, Taija M.; Sinatra, Gale M.; Brownell, Sara E.","","","","CBE-LIFE SCIENCES EDUCATION","DEC 1 2020","2020","19","4","","","","","","ar59","10.1187/cbe.19-10-0197","","","18","3.60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","5","6","3"
"Brazilian housemaids and COVID-19: How can they isolate if domestic work stems from racism?","Teixeira, Juliana Cristina","","","","GENDER WORK AND ORGANIZATION","JAN 2021","2021","28","","","1","SI","250","259","","10.1111/gwao.12536","","","18","3.60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","5","7","1"
"The Cumulative Probability of Arrest by Age 28 Years in the United States by Disability Status, Race/Ethnicity, and Gender","McCauley, Erin J.","","","","AMERICAN JOURNAL OF PUBLIC HEALTH","DEC 2017","2017","107","12","","","","1977","1981","","10.2105/AJPH.2017.304095","","","18","2.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","3","6","5","0"
"Undergraduates' awareness of White and male privilege in STEM","Dancy, Melissa; Rainey, Katherine; Stearns, Elizabeth; Mickelson, Roslyn; Moller, Stephanie","","","","INTERNATIONAL JOURNAL OF STEM EDUCATION","OCT 12 2020","2020","7","1","","","","","","52","10.1186/s40594-020-00250-3","","","17","3.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","5","4","4"
"When It Comes to the Mathematics Experiences of Black Pre-Service Teachers. Race Matters","Mcgee, Ebony O.","","","","TEACHERS COLLEGE RECORD","JUN 2014","2014","116","6","","","","","","060308","","","","17","1.55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","3","0","1","5","2","2","1"
"STRUCTURAL RACISM AND IMMIGRANT HEALTH: EXPLORING THE ASSOCIATION BETWEEN WAGE THEFT, MENTAL HEALTH, AND INJURY AMONG LATINO DAY LABORERS","Fernandez-Esquer, Maria Eugenia; Ibekwe, Lynn N.; Guerrero-Luera, Rosalia; King, Yesmel A.; Durand, Casey P.; Atkinson, John S.","","","","ETHNICITY & DISEASE","MAY 2021","2021","31","","","1","","345","356","","10.18865/ed.31.S1.345","","","16","4.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","4","8","2"
"AN INTERSECTIONAL APPROACH TO INVESTIGATING PERSISTENCE AMONG WOMEN OF COLOR TENURE-TRACK ENGINEERING FACULTY","McGee, Ebony O.; Main, Joyce B.; Miles, Monica L.; Cox, Monica F.","","","","JOURNAL OF WOMEN AND MINORITIES IN SCIENCE AND ENGINEERING","2021","2021","27","1","","","","57","84","","","","","16","4.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","9","3","2"
"Changes in Americans' prejudices during the presidency of Donald Trump","Ruisch, Benjamin C.; Ferguson, Melissa J.","","","","NATURE HUMAN BEHAVIOUR","MAY 2022","2022","6","5","","","","656","+","","10.1038/s41562-021-01287-2","","","15","5.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","11","1"
""All we Wanna do is be Free": Advocating for Black Liberation in and through K-12 Science Education","Morton, Terrell R.; Miles, Monica L.; Roby, ReAnna S.; Ortiz, Nickolaus A.","","","","JOURNAL OF SCIENCE TEACHER EDUCATION","FEB 17 2022","2022","33","2","","","SI","131","153","","10.1080/1046560X.2021.2008096","","","15","5.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","6","1"
"The Impact of Homelessness on Mortality of Individuals Living in the United States: A Systematic Review of the Literature","Funk, Amy M.; Greene, R. Neil; Dill, Kate; Valvassori, Pia","","","","JOURNAL OF HEALTH CARE FOR THE POOR AND UNDERSERVED","FEB 2022","2022","33","1","","","","457","477","","","","","15","5.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","11","3"
"Applying a Transformative Justice Approach to Encourage the Participation of Black and Latina Girls in Computing","Erete, Sheena; Thomas, Karla; Nacu, Denise; Dickinson, Jessa; Thompson, Naomi; Pinkard, Nichole","","","","ACM TRANSACTIONS ON COMPUTING EDUCATION","DEC 2021","2021","21","4","","","","","","27","10.1145/3451345","","","15","3.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","7","2"
"Essentialism and Exclusion: Racism in Cancer Risk Prediction Models","Waters, Erika A.; Colditz, Graham A.; Davis, Kia L.","","","","JNCI-JOURNAL OF THE NATIONAL CANCER INSTITUTE","DEC 2021","2021","113","12","","","","1620","1624","djab074","10.1093/jnci/djab074","","","15","3.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","11","2"
"Comfort over Change: a Case Study of Diversity and Inclusivity Efforts in US Higher Education","Gonzales, Leslie D.; Hall, Kayon; Benton, Amber; Kanhai, Dana; Nunez, Anne-Marie","","","","INNOVATIVE HIGHER EDUCATION","AUG 2021","2021","46","4","","","","445","460","","10.1007/s10755-020-09541-7","","","15","3.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","8","2"
"Posttraumatic Growth in Low-Income Black Mothers Who Survived Hurricane Katrina","Manove, Emily E.; Lowe, Sarah R.; Bonumwezi, Jessica; Preston, Justin; Waters, Mary C.; Rhodes, Jean E.","","","","AMERICAN JOURNAL OF ORTHOPSYCHIATRY","2019","2019","89","2","","","","144","158","","10.1037/ort0000398","","","15","2.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","3","5","3","0"
""The C-Word" Meets "the N-Word": The Slur-Once-Removed and the Discursive Construction of "Reverse Racism"","Bax, Anna","","","","JOURNAL OF LINGUISTIC ANTHROPOLOGY","AUG 2018","2018","28","2","","","","114","136","","10.1111/jola.12185","","","15","2.14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","5","4","1","0"
"Exploring the Impact of "Race Talk" in the Education Classroom: Doctoral Student Reflections","Bryan, Michelle L.; Wilson, Brandy S.; Lewis, Ashlee A.; Wills, Lisa E.","","","","JOURNAL OF DIVERSITY IN HIGHER EDUCATION","SEP 2012","2012","5","3","","","","123","137","","10.1037/a0029489","","","15","1.15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","3","1","1","3","2","0","1","1"
"Black and Latinx Adolescents' STEM Motivational Beliefs: a Systematic Review of the Literature on Parent STEM Support","Starr, Christine R.; Tulagan, Nestor; Simpkins, Sandra D.","","","","EDUCATIONAL PSYCHOLOGY REVIEW","DEC 2022","2022","34","4","","","SI","1877","1917","","10.1007/s10648-022-09700-6","","","14","4.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","6"
"Black Queer Students' Counter-Stories of Invisibility in Undergraduate STEM as a White, Cisheteropatriarchal Space","Leyva, Luis A.; McNeill, R. Taylor; Balmer, B. R.; Marshall, Brittany L.; King, V. Elizabeth; Alley, Zander D.","","","","AMERICAN EDUCATIONAL RESEARCH JOURNAL","OCT 2022","2022","59","5","","","","863","904","00028312221096455","10.3102/00028312221096455","","","14","4.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","4"
